GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"""48195""","Hansford, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,92.266,94.798,90.247,83.806,89.306,87.194,78.639,72.254,79.117,88.048,84.687,100.000,75.664,102.836,137.690,120.695,115.344,104.630,107.019
"""48195""","Hansford, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,372177,340198,416863,454207,527494,509613,530884,571304,415893,550024,634751,740392,581171,750631,776041,598308,633927,588755,578280
"""48197""","Hardeman, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,226347,261725,226839,219232,206395,209733,206055,199669,204703,183935,182273,208827,197303,184005,190164,177771,193169,206926,215102
"""48197""","Hardeman, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,108.390,125.331,108.625,104.983,98.835,100.434,98.673,95.615,98.025,88.080,87.284,100.000,94.481,88.114,91.063,85.128,92.502,99.090,103.005
"""48197""","Hardeman, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,135218,143324,158991,174248,198545,207297,214246,251524,172343,182574,197124,208827,208267,191858,152139,138239,162228,184398,183651
"""48199""","Hardin, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1047524,1103333,1051914,1073268,1050738,1250659,1363688,1385945,1394479,1319488,1309401,1412166,1485453,1330400,1276900,1291769,1321946,1396689,1421902
"""48199""","Hardin, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,74.179,78.131,74.489,76.002,74.406,88.563,96.567,98.143,98.748,93.437,92.723,100.000,105.190,94.210,90.421,91.474,93.611,98.904,100.689
"""48199""","Hardin, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,701444,724275,762489,833827,906688,1121308,1274419,1419587,1202322,1230948,1304206,1412166,1502017,1354804,1232046,1249017,1318272,1434748,1475290
"""48201""","Harris, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,247163871,244315609,244195659,265494088,268766322,286103855,311091735,304828901,301460527,313065964,321828004,332872947,346688438,350897577,371413309,366229550,367226102,373955252,380947807
"""48201""","Harris, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,74.252,73.396,73.360,79.758,80.741,85.950,93.457,91.575,90.563,94.050,96.682,100.000,104.150,105.415,111.578,110.021,110.320,112.342,114.442
"""48201""","Harris, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,178640908,176961987,183481383,206392525,221269017,244656308,274584460,276694757,268781557,288355532,313568740,332872947,350699551,359967351,374229314,368070714,379944291,400733059,412622392
"""48203""","Harrison, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2602554,3117394,3009918,3249661,3468705,3939767,4323225,5328923,6394408,5403228,4247143,4161940,4025375,4127542,4209048,4232945,4437007,4597220,4880846
"""48203""","Harrison, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,62.532,74.902,72.320,78.080,83.343,94.662,103.875,128.039,153.640,129.825,102.047,100.000,96.719,99.174,101.132,101.706,106.609,110.459,117.273
"""48203""","Harrison, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1827304,2124284,2240839,2542431,2999555,3504906,3976406,5518431,5773889,5202103,4311971,4161940,4144290,4312875,3968654,3948232,4322383,4636609,4851729
"""48205""","Hartley, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,372367,492949,473202,448048,447882,482240,423462,309550,300293,532735,726378,659853,539361,823227,1160737,1131946,1093319,1011352,1094330
"""48205""","Hartley, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,56.432,74.706,71.713,67.901,67.876,73.083,64.175,46.912,45.509,80.735,110.082,100.000,81.739,124.759,175.908,171.545,165.691,153.269,165.844
"""48205""","Hartley, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,227330,279956,303887,331913,305032,320462,345727,268315,213118,424863,714450,659853,555876,795963,936395,796123,833977,753291,806450
"""48207""","Haskell, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,185178,181447,184969,190370,199357,198982,204704,173642,174060,215030,189373,210645,226882,201825,211126,200031,266122,317861,367442
"""48207""","Haskell, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,87.910,86.139,87.811,90.374,94.641,94.463,97.180,82.433,82.632,102.082,89.901,100.000,107.708,95.813,100.228,94.961,126.337,150.898,174.436
"""48207""","Haskell, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,130566,124400,139462,157354,165126,166286,191375,174892,148970,201452,194754,210645,235444,207163,182306,169103,237638,296864,336501
"""48209""","Hays, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2942553,2989801,3057399,3009136,3488768,3777295,3959492,4130154,4045577,4137710,4297903,4418641,4724148,5002722,5345358,5664189,5953431,6351302,6344096
"""48209""","Hays, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,66.594,67.663,69.193,68.101,78.956,85.485,89.609,93.471,91.557,93.642,97.268,100.000,106.914,113.219,120.973,128.188,134.734,143.739,143.576
"""48209""","Hays, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,2268125,2340484,2438672,2474416,2970482,3343028,3617460,3836483,3876884,3985577,4199396,4418641,4835147,5240362,5742625,6178953,6596556,7203394,7382133
"""48211""","Hemphill, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,882505,942147,933403,1016574,1129350,1227179,1309380,1294636,1506159,1145720,1231040,1146001,1210994,1423449,1515490,1249592,1080675,931810,940424
"""48211""","Hemphill, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,77.007,82.212,81.449,88.706,98.547,107.084,114.256,112.970,131.427,99.975,107.421,100.000,105.671,124.210,132.242,109.039,94.300,81.310,82.061
"""48211""","Hemphill, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,450203,404440,592912,772858,1132635,1242614,1425167,1877532,1152792,1145150,1397168,1146001,1288424,1471272,868379,633586,666072,658194,569655
"""48213""","Henderson, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1759672,1793293,1729047,1654511,1649374,1692131,1705991,1588637,1615635,1560924,1522984,1501756,1491414,1525567,1531468,1543327,1605542,1636123,1702667
"""48213""","Henderson, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,117.174,119.413,115.135,110.172,109.830,112.677,113.600,105.785,107.583,103.940,101.414,100.000,99.311,101.586,101.978,102.768,106.911,108.947,113.378
"""48213""","Henderson, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1201126,1195504,1290232,1319844,1455558,1534493,1607751,1637633,1484545,1505371,1510611,1501756,1535307,1601933,1563631,1591276,1705078,1793453,1896404
"""48215""","Hidalgo, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,14220577,15115830,15464552,15635637,16033840,16877170,17724190,17360817,17295252,17236434,17478550,17605754,18293565,18510963,18671681,18796868,19046018,19421294,19766430
"""48215""","Hidalgo, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,80.772,85.857,87.838,88.810,91.072,95.862,100.673,98.609,98.236,97.902,99.277,100.000,103.907,105.142,106.054,106.765,108.181,110.312,112.273
"""48215""","Hidalgo, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,10071789,10576716,11774031,12563320,13788055,14940189,16321442,17114436,16060449,16553796,17172051,17605754,18754170,19347122,19560802,19912743,20554139,21465117,22341504
"""48217""","Hill, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,557309,565116,578012,594664,567533,646044,755359,873317,974914,897886,836283,800264,842761,855742,906139,877529,893460,921980,960042
"""48217""","Hill, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,69.641,70.616,72.228,74.308,70.918,80.729,94.389,109.129,121.824,112.199,104.501,100.000,105.310,106.932,113.230,109.655,111.646,115.209,119.966
"""48217""","Hill, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,444705,461766,483018,518380,512286,609418,740662,930886,872001,866481,838435,800264,868039,897096,905896,882670,927742,988401,1049557
"""48219""","Hockley, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2188325,2600368,2156692,2216655,1828095,2193056,2405870,2221755,2632873,2471609,2431045,2799430,2602402,2323679,2283502,2151778,2325102,2392940,2478056
"""48219""","Hockley, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,78.170,92.889,77.040,79.182,65.302,78.339,85.941,79.365,94.050,88.290,86.841,100.000,92.962,83.005,81.570,76.865,83.056,85.480,88.520
"""48219""","Hockley, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1182819,1220936,1430595,1720620,1806327,2201825,2575607,3076740,2076971,2469683,2728016,2799430,2758586,2421526,1556226,1357441,1684012,1893830,1771883
"""48221""","Hood, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,892656,895849,894359,920268,1014316,1231155,1540869,1823074,1882970,1686118,1810899,1824461,1953994,2140173,1954285,1814596,1997707,2157277,2279385
"""48221""","Hood, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,48.927,49.102,49.020,50.441,55.595,67.480,84.456,99.924,103.207,92.417,99.257,100.000,107.100,117.304,107.116,99.459,109.496,118.242,124.935
"""48221""","Hood, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,720523,729282,750399,796738,916998,1158766,1503113,1991598,1661576,1619985,1820029,1824461,2005717,2233063,1919771,1773294,2023269,2250832,2404431
"""48223""","Hopkins, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,973440,995804,996133,1012680,1016809,1032808,1084959,1106241,1087050,1189257,1161405,1207630,1225562,1322424,1298140,1318796,1407170,1491403,1486259
"""48223""","Hopkins, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,80.608,82.459,82.487,83.857,84.199,85.524,89.842,91.604,90.015,98.479,96.172,100.000,101.485,109.506,107.495,109.205,116.523,123.498,123.072
"""48223""","Hopkins, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,708260,727595,755427,804360,834288,872583,955156,1012201,1005424,1123025,1133178,1207630,1255557,1366144,1321024,1338093,1453992,1564088,1589563
"""48225""","Houston, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,652105,642783,672018,749931,737934,739617,709743,690880,732999,709815,702080,755322,776430,833597,921381,911353,937574,965067,997036
"""48225""","Houston, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,86.335,85.101,88.971,99.286,97.698,97.921,93.966,91.468,97.045,93.975,92.951,100.000,102.795,110.363,121.985,120.658,124.129,127.769,132.002
"""48225""","Houston, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,513120,506589,554033,638280,669326,679828,674668,732356,671123,691832,712349,755322,803544,870594,841334,826663,880756,941825,985092
"""48227""","Howard, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1825050,1845045,1676791,1628212,1515091,1618537,1816612,1746790,1930387,1992553,2273951,2685633,2826328,2854757,3242528,3795172,5120595,6799275,8391331
"""48227""","Howard, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,67.956,68.701,62.436,60.627,56.415,60.267,67.642,65.042,71.878,74.193,84.671,100.000,105.239,106.297,120.736,141.314,190.666,253.172,312.453
"""48227""","Howard, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1121714,1066946,1138174,1207221,1310337,1455518,1722677,1882669,1570684,1869196,2406042,2685633,2920884,2905664,2234248,2388290,3848843,6018895,6097672
"""48229""","Hudspeth, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,73383,88034,92143,87953,86922,109166,114809,107443,109423,116645,118672,126634,141312,156033,165445,174861,163450,179739,182932
"""48229""","Hudspeth, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,57.949,69.519,72.763,69.454,68.640,86.206,90.662,84.846,86.409,92.112,93.712,100.000,111.591,123.216,130.648,138.084,129.073,141.936,144.457
"""48229""","Hudspeth, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,53307,63999,70955,73396,71922,92332,106169,101234,103946,113052,117154,126634,143710,158078,164488,171065,163342,181695,187663
"""48231""","Hunt, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1850624,1903624,1985111,2041812,2158982,2316471,2415377,2428517,2515993,2552458,2628849,2709155,2906707,3078280,3034046,3561962,3604186,3746681,3647103
"""48231""","Hunt, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,68.310,70.266,73.274,75.367,79.692,85.505,89.156,89.641,92.870,94.216,97.036,100.000,107.292,113.625,111.992,131.479,133.037,138.297,134.621
"""48231""","Hunt, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1423708,1495181,1594728,1684169,1833422,2034403,2177489,2231023,2396560,2449404,2565861,2709155,2982290,3235191,3268948,3892607,3986335,4205563,4170600
"""48233""","Hutchinson, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1445122,1402589,1301448,1436571,1225243,1327339,1500688,1888535,2358440,1416276,1152263,1385324,5541686,8262327,6572396,10127514,8231945,7933189,8692809
"""48233""","Hutchinson, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,104.317,101.246,93.945,103.699,88.444,95.814,108.328,136.324,170.245,102.234,83.176,100.000,400.028,596.418,474.430,731.057,594.225,572.659,627.493
"""48233""","Hutchinson, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,845807,763876,827561,997911,1024186,1179139,1406362,1865904,1956674,1319699,1166162,1385324,5225801,7317693,5200118,5946309,6068778,7260145,6556209
"""48235""","Irion, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,238333,274746,231504,210912,206103,268426,345254,366474,444793,381867,505068,954643,1478612,2036349,2213624,1917455,1710356,1541640,1968555
"""48235""","Irion, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,24.966,28.780,24.250,22.093,21.590,28.118,36.166,38.389,46.593,40.001,52.906,100.000,154.886,213.310,231.880,200.856,179.162,161.489,206.208
"""48235""","Irion, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,125949,122665,152311,164499,212142,281284,384360,544751,344427,390907,589309,954643,1586747,2108284,1071495,788038,924368,1022861,1012229
"""48237""","Jack, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,375028,418314,396936,375386,379160,436116,536307,542664,531622,495319,502278,633481,679228,836663,770225,645665,657099,709296,572130
"""48237""","Jack, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,59.201,66.034,62.659,59.258,59.853,68.844,84.660,85.664,83.921,78.190,79.289,100.000,107.222,132.074,121.586,101.923,103.728,111.968,90.315
"""48237""","Jack, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,212059,216019,260046,278103,345228,411797,534570,647818,453171,486371,533452,633481,705960,865122,590932,470088,520034,583354,457135
"""48239""","Jackson, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,703617,655738,638559,683888,675291,731986,639678,591240,619589,576220,531363,575045,681250,655807,648557,617979,644075,686529,738367
"""48239""","Jackson, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,122.359,114.032,111.045,118.928,117.433,127.292,111.240,102.816,107.746,100.204,92.404,100.000,118.469,114.044,112.784,107.466,112.004,119.387,128.402
